kepoi_name,koi_disposition,koi_period,koi_duration,koi_depth,koi_prad,koi_steff,koi_slogg,koi_srad,koi_kepmag,koi_depth_missing,koi_prad_missing,koi_srad_missing,koi_steff_missing,koi_slogg_missing
K03277.01,CONFIRMED,42.9136635,5.227,160.6,3.19,6049.0,3.8,2.483,13.062,0,0,0,0,0
K03278.01,FALSE POSITIVE,88.1804682,5.033,1138.6,2.78,5497.0,4.57,0.839,14.71,0,0,0,0,0
K04745.01,CONFIRMED,177.668663,9.298,901.4,2.32,4721.0,4.615,0.701,15.891,0,0,0,0,0
K04746.01,FALSE POSITIVE,0.98041685,0.919,105.7,0.75,4861.0,4.572,0.722,14.484,0,0,0,0,0
K04747.01,CONFIRMED,92.263742,8.605,296.9,2.22,6084.0,4.287,1.283,15.015,0,0,0,0,0
K04748.01,CONFIRMED,6.64754478,1.961,289.3,1.72,6046.0,4.478,1.007,15.724,0,0,0,0,0
K07710.01,FALSE POSITIVE,1.23517588,5.476,232.9,1.59,5780.0,4.438,1.0,11.908,0,0,0,0,0
K04749.01,CANDIDATE,1.97650073,1.788,112.5,0.97,5792.0,4.514,0.923,15.608,0,0,0,0,0
K04818.01,CANDIDATE,3.79892774,4.112,47.0,1.46,6831.0,3.971,2.106,13.008,0,0,0,0,0
K04819.01,FALSE POSITIVE,0.416995408,0.8928,112.6,0.84,6150.0,4.498,0.781,14.964,0,0,0,0,0
K04820.01,CANDIDATE,14.7401061,5.637,238.0,1.48,5999.0,4.494,0.959,15.479,0,0,0,0,0
K04821.01,FALSE POSITIVE,256.52387,9.07,126.1,1.33,6348.0,4.323,1.18,13.585,0,0,0,0,0
K03212.01,FALSE POSITIVE,3.0001191,6.61,7.7,0.73,8431.0,3.97,2.485,11.96,0,0,0,0,0
K03220.01,CONFIRMED,81.4160138,14.175,762.3,4.63,6352.0,4.267,1.401,12.146,0,0,0,0,0
K04891.01,CANDIDATE,4.7309013,2.889,228.5,1.39,5941.0,4.519,0.911,15.68,0,0,0,0,0
K04892.01,CANDIDATE,21.3761817,8.543,104.0,1.08,5984.0,4.322,1.052,14.143,0,0,0,0,0
K04893.01,CANDIDATE,6.58753699,2.043,232.1,1.51,6014.0,4.486,0.993,15.652,0,0,0,0,0
K04894.01,FALSE POSITIVE,8.5900471,3.463,137.0,0.8,4914.0,4.575,0.707,14.832,0,0,0,0,0
K07723.01,FALSE POSITIVE,357.82544,9.12,152.5,1.7,6131.0,4.248,1.312,12.117,0,0,0,0,0
K03279.01,CONFIRMED,30.8278245,4.214,641.3,2.42,5982.0,4.493,0.96,15.765,0,0,0,0,0
K03280.01,CONFIRMED,47.1607932,4.003,723.2,2.58,5936.0,4.501,0.965,15.57,0,0,0,0,0
K03282.01,CONFIRMED,49.2768448,3.787,1132.9,1.75,3899.0,4.713,0.529,15.855,0,0,0,0,0
K03284.01,CONFIRMED,35.2330694,3.674,352.8,0.97,3749.0,4.743,0.524,14.467,0,0,0,0,0
K03285.01,FALSE POSITIVE,45.3965379,3.826,1001.6,1.97,4266.0,4.626,0.643,15.984,0,0,0,0,0
K07698.01,FALSE POSITIVE,508.807642,4.495,2127.0,39.59,4893.0,2.454,8.811,15.635,0,0,0,0,0
K04750.01,CANDIDATE,36.721576,7.758,538.2,1.93,5662.0,4.56,0.84,15.919,0,0,0,0,0
K04751.01,FALSE POSITIVE,362.69427,9.7,439.9,3.54,5288.0,3.898,1.719,14.73,0,0,0,0,0
K04752.01,FALSE POSITIVE,370.35639,12.75,732.2,2.82,6117.0,4.457,1.025,15.189,0,0,0,0,0
K03203.01,CANDIDATE,96.81647,10.227,164.7,3.19,6404.0,3.793,2.467,11.816,0,0,0,0,0
K04753.01,FALSE POSITIVE,0.729724346,2.699,23.0,0.51,6084.0,4.426,1.03,12.546,0,0,0,0,0
K04822.01,CANDIDATE,3.51413723,3.919,32.7,0.69,6201.0,4.472,0.989,13.474,0,0,0,0,0
K04823.01,CANDIDATE,4.96504981,2.212,50.7,1.51,5339.0,3.823,2.011,12.739,0,0,0,0,0
K04824.01,FALSE POSITIVE,0.821472455,2.433,127.1,0.92,4889.0,4.503,0.836,15.758,0,0,0,0,0
K04825.01,FALSE POSITIVE,1.29019586,3.741,86.5,0.78,5693.0,4.558,0.842,15.274,0,0,0,0,0
K04826.01,CANDIDATE,1.141148847,1.629,73.1,1.67,5438.0,3.916,1.989,14.58,0,0,0,0,0
K04895.01,CANDIDATE,12.460565,3.903,143.9,1.1,5435.0,4.453,0.933,14.732,0,0,0,0,0
K04896.01,CANDIDATE,19.5945772,6.77,129.3,1.18,6118.0,4.416,1.023,15.451,0,0,0,0,0
K04897.01,FALSE POSITIVE,8.48032079,5.791,170.7,0.95,5415.0,4.556,0.728,14.879,0,0,0,0,0
K04898.01,CANDIDATE,409.87844,10.58,647.1,2.72,6167.0,4.444,1.064,15.731,0,0,0,0,0
K04899.01,FALSE POSITIVE,227.6258,9.47,131.0,1.79,6240.0,4.103,1.549,13.607,0,0,0,0,0
K03286.01,CONFIRMED,18.1373788,3.844,310.8,1.41,4257.0,4.648,0.602,15.464,0,0,0,0,0
K03287.01,CONFIRMED,51.1104797,7.712,330.0,1.6,5968.0,4.534,0.881,14.06,0,0,0,0,0
K03288.01,CONFIRMED,47.9869119,5.342,859.3,3.35,5641.0,4.408,0.981,14.19,0,0,0,0,0
K01192.02,FALSE POSITIVE,359.047933,16.637,5622.7,7.76,5609.0,4.346,1.048,14.215,0,0,0,0,0
K03289.01,FALSE POSITIVE,29.8042694,3.107,1046.5,24.73,5223.0,4.488,0.827,15.945,0,0,0,0,0
K04754.01,CANDIDATE,7.08757462,3.342,187.0,1.28,6060.0,4.509,0.925,15.274,0,0,0,0,0
K04755.01,CANDIDATE,3.74318005,1.111,237.5,1.75,5207.0,4.516,0.851,14.924,0,0,0,0,0
K04756.01,CANDIDATE,5.4169303,7.512,109.5,8.17,6355.0,4.41,1.108,15.411,0,0,0,0,0
K07699.01,FALSE POSITIVE,1.003049079,7.9657,219270.0,42.5,5775.0,4.518,0.844,15.097,0,0,0,0,0
K04757.01,FALSE POSITIVE,0.933157032,2.614,87.8,7.29,6499.0,4.378,1.169,15.013,0,0,0,0,0
K04758.01,FALSE POSITIVE,37.1083458,4.112,366.5,1.71,5591.0,4.559,0.86,15.948,0,0,0,0,0
K04827.01,CANDIDATE,31.1920226,2.849,447.8,1.65,5675.0,4.554,0.777,15.401,0,0,0,0,0
K04828.01,FALSE POSITIVE,1.02104719,6.39,246.1,13.68,6444.0,4.376,1.2,15.367,0,0,0,0,0
K04829.01,CANDIDATE,7.630545,3.63,364.9,2.26,6407.0,4.358,1.179,14.12,0,0,0,0,0
K04829.02,FALSE POSITIVE,12.083457,3.536,312.5,2.09,6422.0,4.364,1.175,14.12,0,0,0,0,0
K04830.01,FALSE POSITIVE,401.5907,14.77,115.0,1.01,6170.0,4.482,0.939,13.376,0,0,0,0,0
K04900.01,CANDIDATE,6.6716723,2.693,154.4,1.27,6086.0,4.435,1.021,15.134,0,0,0,0,0
K03221.01,FALSE POSITIVE,53.912783631,44.0504,216.7,4.25,6085.0,3.917,2.02,12.147,0,0,0,0,0
K04901.01,FALSE POSITIVE,1.23142395,2.186,19.6,0.77,6011.0,3.971,1.73,12.976,0,0,0,0,0
K04902.01,CANDIDATE,409.38645,13.78,531.5,1.78,4955.0,4.517,0.799,15.149,0,0,0,0,0
K04903.01,FALSE POSITIVE,386.828262,5.045,1024.9,6.54,6384.0,4.107,1.615,13.637,0,0,0,0,0
K03291.01,FALSE POSITIVE,15.8733803,7.4672,4094.1,8.15,6161.0,4.276,1.054,13.91,0,0,0,0,0
K03292.01,FALSE POSITIVE,42.3991752,7.251,484.0,3.23,6133.0,4.37,1.121,13.383,0,0,0,0,0
K03293.01,FALSE POSITIVE,25.95198823,14.602,5103.3,39.94,6363.0,4.444,1.035,15.766,0,0,0,0,0
K03294.01,FALSE POSITIVE,25.9522401,20.813,2896.9,42.91,5659.0,4.528,0.904,14.691,0,0,0,0,0
K03295.01,FALSE POSITIVE,14.12809896,2.326,263.1,1.6,6072.0,4.47,0.988,14.284,0,0,0,0,0
K04759.01,CANDIDATE,17.7662938,3.079,181.1,1.54,5724.0,4.495,0.946,14.971,0,0,0,0,0
K04760.01,FALSE POSITIVE,13.6917833,4.198,145.4,1.12,5906.0,4.433,0.931,14.565,0,0,0,0,0
K04761.01,FALSE POSITIVE,25.95633,26.34,158.2,9.75,6139.0,4.53,0.881,14.876,0,0,0,0,0
K04762.01,CANDIDATE,11.56722589,2.507,373.7,1.29,4597.0,4.59,0.691,15.674,0,0,0,0,0
K03204.01,FALSE POSITIVE,0.572937573,2.576,80.8,1.57,7338.0,4.225,1.593,11.825,0,0,0,0,0
K07700.01,CANDIDATE,631.56889,14.37,789.0,3.13,6382.0,4.432,1.059,14.0,0,0,0,0,0
K03213.01,FALSE POSITIVE,14.15849823,46.356,347.3,90.09,8753.0,3.668,3.746,11.98,0,0,0,0,0
K04831.01,FALSE POSITIVE,207.471349,7.469,229.2,1.57,5731.0,4.359,1.033,13.749,0,0,0,0,0
K04832.01,FALSE POSITIVE,12.3748247,90.01,390.9,81.01,5165.0,3.491,3.598,13.455,0,0,0,0,0
K04833.01,CANDIDATE,4.31724247,4.126,59.0,1.01,5992.0,4.195,1.31,13.6,0,0,0,0,0
K04834.01,CANDIDATE,3.74099144,5.428,34.3,1.85,5110.0,3.611,3.231,13.096,0,0,0,0,0
K07711.01,CANDIDATE,302.779824,16.847,270.9,1.31,5734.0,4.572,0.797,14.16,0,0,0,0,0
K03501.01,FALSE POSITIVE,14.541781166,9.1151,143640.0,2722.92,5997.0,4.304,1.148,16.709,0,0,0,0,0
K03502.01,FALSE POSITIVE,12.4261177,28.5357,1230.4,3.8,5713.0,4.554,0.851,15.99,0,0,0,0,0
K03503.01,CONFIRMED,21.1876185,3.69,71.7,0.79,6355.0,4.547,0.849,13.827,0,0,0,0,0
K03504.01,FALSE POSITIVE,12.42560404,23.9402,458.9,2.52,5713.0,4.541,0.893,15.717,0,0,0,0,0
K03505.01,FALSE POSITIVE,30.9604688,14.992,460.9,89.18,5367.0,3.216,3.558,13.405,0,0,0,0,0
K07717.01,FALSE POSITIVE,1.041619932,8.1218,1840.5,30.94,5838.0,4.374,0.991,13.606,0,0,0,0,0
K03588.01,FALSE POSITIVE,2.544594443,3.21373,348780.0,109.72,5503.0,4.033,1.616,16.319,0,0,0,0,0
K03589.01,FALSE POSITIVE,56.40651043,18.4332,102290.0,21.93,5011.0,4.617,0.647,15.681,0,0,0,0,0
K03590.01,FALSE POSITIVE,7.964400574,4.4761,190900.0,61.54,4478.0,4.578,0.715,16.2,0,0,0,0,0
K03591.01,FALSE POSITIVE,6.399101307,4.7439,83326.0,51.77,6233.0,4.472,0.988,14.798,0,0,0,0,0
K01873.02,CONFIRMED,34.9168399,7.343,500.0,2.39,6194.0,4.445,1.069,15.674,0,0,0,0,0
K07778.01,FALSE POSITIVE,0.56678228,4.725,146.8,0.88,4796.0,4.56,0.749,15.53,0,0,0,0,0
K03592.01,FALSE POSITIVE,8.480303653,7.48907,81428.0,22.25,5385.0,4.565,0.787,13.183,0,0,0,0,0
K01613.02,CANDIDATE,94.094392,10.833,46.6,0.9,6099.0,4.193,1.308,11.049,0,0,0,0,0
K03365.01,CONFIRMED,22.1270885,4.472,418.2,3.94,5312.0,4.103,1.445,14.523,0,0,0,0,0
K03366.01,FALSE POSITIVE,10.6784787,2.307,201.0,1.12,5459.0,4.583,0.797,15.246,0,0,0,0,0
K03367.01,CANDIDATE,25.3736543,2.619,372.9,1.88,6195.0,4.47,0.966,15.056,0,0,0,0,0
K03368.01,CANDIDATE,10.08535311,1.75,222.5,1.45,5947.0,4.487,0.945,14.889,0,0,0,0,0
K03369.01,FALSE POSITIVE,42.559265547,3.36626,207990.0,51.86,5764.0,4.548,0.863,15.831,0,0,0,0,0
K03434.01,CANDIDATE,10.2856373,3.043,134.9,1.24,5841.0,4.409,1.06,14.951,0,0,0,0,0
K03435.01,FALSE POSITIVE,24.2157996,4.359,322.2,1.58,5659.0,4.473,0.885,15.259,0,0,0,0,0
K03436.01,CONFIRMED,44.2018402,4.949,235.6,1.14,5002.0,4.543,0.753,13.509,0,0,0,0,0
K07746.01,CANDIDATE,393.95608,13.89,482.2,2.27,6217.0,4.472,0.989,15.622,0,0,0,0,0
K03437.01,CONFIRMED,15.0330623,6.326,132.2,2.18,5849.0,4.076,1.601,14.606,0,0,0,0,0
K03437.02,CANDIDATE,34.7496038,4.548,227.1,3.51,5849.0,4.076,1.601,14.606,0,0,0,0,0
K03506.01,FALSE POSITIVE,12.62530918,3.163,39413.0,87.2,6878.0,4.012,1.844,12.933,0,0,0,0,0
K03510.01,FALSE POSITIVE,124.93576738,7.5608,240900.0,49.34,5887.0,4.477,0.941,12.338,0,0,0,0,0
K01803.02,FALSE POSITIVE,12.720298433,2.4599,283.6,1.37,4914.0,4.61,0.724,13.26,0,0,0,0,0
K07764.01,CANDIDATE,227.83457,21.59,155.3,2.83,6004.0,3.814,2.193,13.845,0,0,0,0,0
K03511.01,FALSE POSITIVE,119.67980316,32.1928,299050.0,193.91,8275.0,3.726,3.251,8.351,0,0,0,0,0
K03512.01,FALSE POSITIVE,6.399107136,5.21981,376770.0,59.15,6133.0,4.435,0.935,13.718,0,0,0,0,0
K03513.01,FALSE POSITIVE,8.480304281,7.46159,83115.0,65.0,7059.0,3.946,2.21,7.631,0,0,0,0,0
K03593.01,FALSE POSITIVE,117.6813778,12.7591,45362.0,45.43,6429.0,3.899,2.079,12.112,0,0,0,0,0
K03594.01,FALSE POSITIVE,17.72722648,4.1376,147140.0,35.18,6021.0,4.52,0.895,15.556,0,0,0,0,0
K07779.01,FALSE POSITIVE,1.71024931,2.833,98.6,1.2,6418.0,4.395,1.171,15.761,0,0,0,0,0
K03595.01,FALSE POSITIVE,100.40132734,9.7436,53782.0,26.0,5903.0,4.353,1.1,15.017,0,0,0,0,0
K03596.01,FALSE POSITIVE,11.320287875,4.82219,243410.0,59.23,6153.0,4.302,1.127,16.756,0,0,0,0,0
K03597.01,FALSE POSITIVE,1.219034103,2.4494,95697.0,40.46,5914.0,4.217,1.271,14.371,0,0,0,0,0
K03370.01,CANDIDATE,24.352541,2.782,349.1,1.52,4891.0,4.516,0.805,14.779,0,0,0,0,0
K03370.02,CONFIRMED,5.94228603,2.169,250.0,1.23,4891.0,4.516,0.805,14.779,0,0,0,0,0
K07735.01,CANDIDATE,382.30306,8.83,225.6,4.05,5993.0,3.733,2.59,13.104,0,0,0,0,0
K03371.01,CANDIDATE,58.1263775,4.018,271.5,1.32,5413.0,4.579,0.82,13.747,0,0,0,0,0
K03372.01,CONFIRMED,26.7575866,5.858,455.3,2.28,6215.0,4.44,1.052,15.42,0,0,0,0,0
K03373.01,FALSE POSITIVE,57.0599992,7.463,66168.0,22.31,5931.0,4.545,0.863,15.936,0,0,0,0,0
K03438.01,CONFIRMED,14.5565618,4.554,103.8,1.08,6065.0,4.452,1.061,13.71,0,0,0,0,0
K01731.02,FALSE POSITIVE,0.837898153,2.104,268.9,1.26,4748.0,4.526,0.797,15.72,0,0,0,0,0
K07747.01,FALSE POSITIVE,0.603086711,1.0869,1242.8,36.0,6353.0,4.397,1.134,13.989,0,0,0,0,0
K03439.01,CONFIRMED,41.7084063,8.567,330.0,2.19,6434.0,4.394,1.138,14.155,0,0,0,0,0
K03440.01,CONFIRMED,33.0257179,6.032,507.1,2.21,5819.0,4.468,0.99,15.606,0,0,0,0,0
K03441.01,FALSE POSITIVE,25.366990665,5.9556,150580.0,56.02,6208.0,4.454,1.024,15.538,0,0,0,0,0
K03514.01,FALSE POSITIVE,428.32173928,40.5992,317000.0,49.76,5662.0,4.532,0.806,14.173,0,0,0,0,0
K03515.01,FALSE POSITIVE,82.137609997,6.11904,210770.0,197.85,6395.0,3.904,2.012,12.261,0,0,0,0,0
K07766.01,FALSE POSITIVE,3.06026014,2.545,59.9,0.83,5878.0,4.426,1.01,14.255,0,0,0,0,0
K03516.01,FALSE POSITIVE,24.0612744,19.9438,440150.0,83.77,6461.0,4.338,1.138,14.158,0,0,0,0,0
K03517.01,FALSE POSITIVE,66.36099916,20.0614,416740.0,61.42,5583.0,4.463,0.857,15.327,0,0,0,0,0
K03518.01,FALSE POSITIVE,8.939461148,6.19136,357830.0,153.32,6461.0,3.846,2.225,14.002,0,0,0,0,0
K03520.01,FALSE POSITIVE,135.58607679,5.54241,363130.0,89.83,6401.0,4.324,1.301,13.674,0,0,0,0,0
K03598.01,FALSE POSITIVE,18.79862195,7.4782,380200.0,55.07,5334.0,4.585,0.796,17.628,0,0,0,0,0
K03599.01,FALSE POSITIVE,6.30828538,2.48633,113530.0,29.34,5069.0,4.524,0.78,16.515,0,0,0,0,0
K03600.01,FALSE POSITIVE,4.80912667,7.9331,134090.0,44.3,6462.0,4.371,1.166,14.038,0,0,0,0,0
K03601.01,FALSE POSITIVE,2.33211505,2.96723,105950.0,140.22,6384.0,4.348,1.094,14.087,0,0,0,0,0
K01875.02,CONFIRMED,0.53835407,1.5045,190.2,1.67,5539.0,4.244,1.207,14.498,0,0,0,0,0
K03602.01,FALSE POSITIVE,249.36211832,8.3559,35830.0,48.69,5940.0,4.352,1.02,13.867,0,0,0,0,0
K01627.03,CANDIDATE,3.80675878,2.092,231.9,2.75,6068.0,4.04,1.797,15.767,0,0,0,0,0
K07736.01,FALSE POSITIVE,0.664727127,1.561,16.2,0.46,6143.0,4.344,1.116,12.879,0,0,0,0,0
K03374.01,CONFIRMED,9.5084871,4.372,97.9,1.65,6144.0,4.106,1.668,14.44,0,0,0,0,0
K03374.02,CANDIDATE,34.1086562,6.405,133.8,1.95,6144.0,4.106,1.668,14.44,0,0,0,0,0
K03375.01,CONFIRMED,47.0563327,4.807,762.0,2.57,5889.0,4.492,0.924,15.695,0,0,0,0,0
K03376.02,FALSE POSITIVE,179.85022331,2.95,70.8,1.08,5780.0,4.438,1.0,14.372,1,1,1,1,1
K03377.01,CANDIDATE,10.0100312,1.35,375.8,0.99,4338.0,4.731,0.508,15.318,0,0,0,0,0
K03443.01,CONFIRMED,96.169569,7.496,894.5,2.07,5340.0,4.633,0.702,15.796,0,0,0,0,0
K07748.01,FALSE POSITIVE,1.55090374,3.028,11.3,1.11,7612.0,3.787,2.968,11.626,0,0,0,0,0
K03444.01,CANDIDATE,12.67143692,2.498,215.8,0.76,3705.0,4.721,0.529,13.693,0,0,0,0,0
K03444.02,CANDIDATE,60.32668824,1.6864,3146.7,4.98,3705.0,4.721,0.529,13.693,0,0,0,0,0
K03444.03,CANDIDATE,2.63595435,1.309,93.7,0.5,3705.0,4.721,0.529,13.693,0,0,0,0,0
K03445.01,CONFIRMED,82.303914,15.404,737.0,4.47,5602.0,4.13,1.425,15.654,0,0,0,0,0
K03521.01,FALSE POSITIVE,131.97827736,7.14981,345940.0,147.83,4916.0,3.717,2.182,14.313,0,0,0,0,0
K07768.01,FALSE POSITIVE,0.789171236,1.734,73.4,0.69,4776.0,4.516,0.811,15.352,0,0,0,0,0
K01806.02,CONFIRMED,17.9346606,6.25,142.7,2.8,6426.0,4.013,1.775,13.474,0,0,0,0,0
K03522.01,FALSE POSITIVE,241.07074582,9.88863,70292.0,76.53,9414.0,3.883,2.777,10.656,0,0,0,0,0
K03523.01,FALSE POSITIVE,106.17593813,10.4168,164740.0,54.91,6038.0,4.254,1.141,13.742,0,0,0,0,0
K03524.01,FALSE POSITIVE,184.6467208,18.9869,410270.0,72.8,5713.0,4.414,1.023,15.603,0,0,0,0,0
K03525.01,FALSE POSITIVE,6.282033445,8.3777,181790.0,144.85,6074.0,4.45,0.976,14.118,0,0,0,0,0
K03603.01,FALSE POSITIVE,5.519188936,7.1351,217070.0,43.06,5324.0,4.439,0.897,16.117,0,0,0,0,0
K07780.01,CANDIDATE,5.3360574,3.877,54.7,1.52,6742.0,3.925,2.032,12.691,0,0,0,0,0
K03604.01,FALSE POSITIVE,4.818863794,6.2625,65936.0,51.32,6313.0,3.936,1.935,14.55,0,0,0,0,0
K03605.01,FALSE POSITIVE,178.26802035,5.86461,45754.0,34.07,5126.0,4.578,0.696,14.16,0,0,0,0,0
K03606.01,FALSE POSITIVE,2.181555909,4.41739,85407.0,91.3,6584.0,4.331,1.246,14.182,0,0,0,0,0
K03607.01,FALSE POSITIVE,0.895276162,3.0518,319080.0,172.25,5242.0,3.631,2.55,16.397,0,0,0,0,0
K03608.01,FALSE POSITIVE,244.83274973,4.37001,40206.0,38.3,6105.0,4.443,0.993,13.556,0,0,0,0,0
K03379.01,CONFIRMED,30.4544418,6.896,472.1,2.6,6283.0,4.472,0.984,15.268,0,0,0,0,0
K03380.01,FALSE POSITIVE,10.26558924,3.879,254.6,1.65,5774.0,4.458,0.98,14.658,0,0,0,0,0
K03382.01,FALSE POSITIVE,18.9257333,6.149,188.5,16.74,5455.0,4.421,0.909,13.857,0,0,0,0,0
K03383.01,CONFIRMED,37.8862977,5.218,672.2,2.09,5513.0,4.551,0.818,15.848,0,0,0,0,0
K03384.01,CANDIDATE,10.54841329,1.872,102.9,3.89,6047.0,4.387,1.092,13.204,0,0,0,0,0
K07749.01,CANDIDATE,133.6348207,1.584,420.9,1.89,5202.0,4.434,0.918,13.623,0,0,0,0,0
K03446.01,FALSE POSITIVE,11.9615433,3.129,424.5,2.24,6142.0,4.456,1.046,15.709,0,0,0,0,0
K03448.01,CANDIDATE,32.510844,3.254,361.9,2.62,6074.0,4.244,1.358,14.863,0,0,0,0,0
K01747.02,FALSE POSITIVE,0.56683399,0.75,70.8,1.08,5780.0,4.438,1.0,14.792,1,1,1,1,1
K03449.01,FALSE POSITIVE,62.127677128,5.25005,37430.0,38.61,5344.0,4.494,0.807,14.822,0,0,0,0,0
K03450.01,FALSE POSITIVE,31.9730649,8.872,158.6,1.09,5811.0,4.571,0.811,14.545,0,0,0,0,0
K03451.01,CANDIDATE,10.90752977,2.764,186.0,1.58,6414.0,4.377,1.147,14.056,0,0,0,0,0
K03526.01,FALSE POSITIVE,143.1188694,16.8109,255710.0,53.3,5713.0,4.554,0.851,14.996,0,0,0,0,0
K03527.01,FALSE POSITIVE,76.81985465,5.16249,229160.0,46.61,5654.0,4.59,0.774,14.063,0,0,0,0,0
K03528.01,FALSE POSITIVE,165.40574995,13.6363,66402.0,112.86,6061.0,3.759,2.185,12.724,0,0,0,0,0
K03529.01,FALSE POSITIVE,71.661915163,6.33708,323610.0,55.04,5075.0,4.497,0.824,15.167,0,0,0,0,0
K03530.01,FALSE POSITIVE,9.44942685,6.40303,489000.0,68.38,5754.0,4.534,0.905,15.65,0,0,0,0,0
K07781.01,FALSE POSITIVE,0.715802309,1.5586,2208.6,25.52,5239.0,4.6,0.757,15.579,0,0,0,0,0
K03531.01,FALSE POSITIVE,70.58284717,8.81169,150930.0,50.88,5973.0,4.516,0.904,14.624,0,0,0,0,0
K03609.01,FALSE POSITIVE,2.995357359,6.57901,172400.0,112.12,5949.0,3.892,1.94,16.455,0,0,0,0,0
K03610.01,FALSE POSITIVE,3.840485025,2.8592,31353.0,39.38,5731.0,4.532,0.823,15.26,0,0,0,0,0
K03610.02,FALSE POSITIVE,1.92027188,2.65,70.8,1.08,5780.0,4.438,1.0,15.26,1,1,1,1,1
K01899.02,CANDIDATE,10.5226374,3.864,68.9,1.08,6327.0,4.327,1.175,14.563,0,0,0,0,0
K03611.01,FALSE POSITIVE,10.443341795,3.94077,145290.0,44.35,6137.0,4.421,1.005,16.51,0,0,0,0,0
K07737.01,FALSE POSITIVE,4.75307877,2.35,933.0,505.94,3486.0,0.5,180.013,13.524,0,0,0,0,0
K03612.01,FALSE POSITIVE,19.515013291,4.59379,256440.0,53.03,5349.0,4.531,0.851,16.739,0,0,0,0,0
K01628.02,CONFIRMED,1.772451066,2.4592,79.2,1.02,6243.0,4.406,1.149,12.949,0,0,0,0,0
K03384.02,CONFIRMED,19.9158863,6.191,143.2,1.41,6047.0,4.387,1.092,13.204,0,0,0,0,0
K03385.01,FALSE POSITIVE,54.061328105,4.48223,79684.0,88.28,5786.0,4.318,1.112,15.231,0,0,0,0,0
K03386.01,FALSE POSITIVE,34.525990182,4.47294,67161.0,54.35,6123.0,4.396,1.049,15.142,0,0,0,0,0
K07750.01,CANDIDATE,494.485085,3.905,385.3,5.03,6303.0,3.774,2.553,12.088,0,0,0,0,0
K03387.01,FALSE POSITIVE,14.2821417,2.068,224.9,1.08,5374.0,4.588,0.726,15.13,0,0,0,0,0
K03452.01,FALSE POSITIVE,18.64532882,3.63893,433820.0,61.81,5931.0,4.554,0.845,15.511,0,0,0,0,0
K03454.01,FALSE POSITIVE,20.882125422,8.03365,233450.0,66.27,6335.0,4.427,1.072,15.6,0,0,0,0,0
K03455.01,CANDIDATE,14.0545718,4.066,274.3,1.45,5783.0,4.539,0.88,15.802,0,0,0,0,0
K03456.01,CONFIRMED,30.8609783,4.216,128.9,1.08,5627.0,4.552,0.833,12.988,0,0,0,0,0
K07769.01,FALSE POSITIVE,3.652810043,1.5132,119.4,0.89,5213.0,4.489,0.831,15.602,0,0,0,0,0
K03457.01,FALSE POSITIVE,15.65134872,4.1553,3104.0,118.33,6552.0,3.586,3.289,12.429,0,0,0,0,0
K00332.02,CANDIDATE,6.86674226,4.216,47.2,0.79,5914.0,4.396,1.135,13.046,0,0,0,0,0
K01806.03,CONFIRMED,8.37159554,5.252,98.0,2.39,6426.0,4.013,1.775,13.474,0,0,0,0,0
K03532.01,FALSE POSITIVE,286.1755875,16.1025,328540.0,63.23,5904.0,4.471,0.946,15.138,0,0,0,0,0
K03533.01,FALSE POSITIVE,152.15144795,26.8612,151820.0,53.89,6217.0,4.472,0.989,14.61,0,0,0,0,0
K07783.01,FALSE POSITIVE,0.542636318,1.2536,74.6,1.39,5277.0,3.96,1.633,14.458,0,0,0,0,0
K03534.01,FALSE POSITIVE,29.911334059,7.26916,354380.0,47.83,5303.0,4.632,0.704,16.128,0,0,0,0,0
K03535.01,FALSE POSITIVE,5.877122485,4.71655,362900.0,125.68,5702.0,3.807,1.821,15.177,0,0,0,0,0
K03618.01,FALSE POSITIVE,10.636305846,5.17212,216060.0,64.91,6781.0,4.221,1.345,17.035,0,0,0,0,0
K03619.01,FALSE POSITIVE,2.1032389,6.4774,24852.0,36.63,5546.0,4.587,0.786,13.171,0,0,0,0,0
K03620.01,FALSE POSITIVE,46.698200933,3.57049,54592.0,38.79,5772.0,4.518,0.756,15.267,0,0,0,0,0
K01905.02,CONFIRMED,15.99560373,3.471,221.7,1.04,4955.0,4.61,0.721,14.017,0,0,0,0,0
K03621.01,FALSE POSITIVE,4.39451798,2.9527,223620.0,65.76,3695.0,4.773,0.483,16.705,0,0,0,0,0
K03388.01,FALSE POSITIVE,25.9518795,21.569,1312.3,35.1,5753.0,4.335,1.078,14.997,0,0,0,0,0
K03389.01,CANDIDATE,29.7681831,9.425,159.9,3.98,5640.0,3.679,2.916,14.564,0,0,0,0,0
K03390.01,FALSE POSITIVE,56.048096688,4.04427,53726.0,42.62,5222.0,4.518,0.78,14.967,0,0,0,0,0
K07751.01,FALSE POSITIVE,2.25161215,2.1,23.9,1.14,9464.0,4.116,2.184,13.085,0,0,0,0,0
K03391.01,CANDIDATE,36.7662364,3.305,579.5,1.28,4342.0,4.699,0.54,15.903,0,0,0,0,0
K03392.01,FALSE POSITIVE,50.35545898,5.51863,107140.0,31.66,5936.0,4.501,0.965,15.724,0,0,0,0,0
K03458.01,CONFIRMED,14.0328775,6.684,210.9,1.45,6063.0,4.47,1.001,15.652,0,0,0,0,0
K03459.01,CONFIRMED,13.2226149,4.337,261.7,1.75,5931.0,4.545,0.863,15.208,0,0,0,0,0
