kepoi_name,koi_disposition,koi_period,koi_duration,koi_depth,koi_prad,koi_steff,koi_slogg,koi_srad,koi_kepmag,koi_depth_missing,koi_prad_missing,koi_srad_missing,koi_steff_missing,koi_slogg_missing
K00752.01,CONFIRMED,9.48803557,2.9575,615.8,2.26,5455.0,4.467,0.927,15.347,0,0,0,0,0
K00752.02,CONFIRMED,54.4183827,4.507,874.8,2.83,5455.0,4.467,0.927,15.347,0,0,0,0,0
K00753.01,CANDIDATE,19.89913995,1.7822,10829.0,14.6,5853.0,4.544,0.868,15.436,0,0,0,0,0
K00754.01,FALSE POSITIVE,1.736952453,2.40641,8079.2,33.46,5805.0,4.564,0.791,15.597,0,0,0,0,0
K00755.01,CONFIRMED,2.525591777,1.6545,603.3,2.75,6031.0,4.438,1.046,15.509,0,0,0,0,0
K00756.01,CONFIRMED,11.09432054,4.5945,1517.5,3.9,6046.0,4.486,0.972,15.714,0,0,0,0,0
K00756.02,CONFIRMED,4.13443512,3.1402,686.0,2.77,6046.0,4.486,0.972,15.714,0,0,0,0,0
K00756.03,CONFIRMED,2.56658897,2.429,226.5,1.59,6046.0,4.486,0.972,15.714,0,0,0,0,0
K00114.01,FALSE POSITIVE,7.36178958,5.022,233.7,39.21,6227.0,3.986,1.958,12.66,0,0,0,0,0
K00757.01,CONFIRMED,16.06864674,3.5347,4914.3,5.76,5031.0,4.485,0.848,15.841,0,0,0,0,0
K00001.01,CONFIRMED,2.470613377,1.74319,14231.0,13.04,5820.0,4.457,0.964,11.338,0,0,0,0,0
K00002.01,CONFIRMED,2.204735417,3.88864,6674.7,16.1,6440.0,4.019,1.952,10.463,0,0,0,0,0
K00010.01,CONFIRMED,3.522498429,3.19843,9145.7,14.59,6225.0,4.169,1.451,13.563,0,0,0,0,0
K00112.02,CONFIRMED,3.709214104,2.6302,131.1,1.16,5833.0,4.407,1.022,12.772,0,0,0,0,0
K00742.01,FALSE POSITIVE,11.521446064,3.6399,17984.0,150.51,5795.0,4.554,0.848,15.472,0,0,0,0,0
K00743.01,FALSE POSITIVE,19.40393776,12.2155,8918.7,7.18,5043.0,4.591,0.68,15.487,0,0,0,0,0
K00744.01,FALSE POSITIVE,19.221388942,4.79843,74284.0,49.29,6117.0,4.496,0.947,15.341,0,0,0,0,0
K00745.01,FALSE POSITIVE,16.46983774,9.4378,10479.0,7.94,5152.0,4.517,0.786,15.788,0,0,0,0,0
K00746.01,CONFIRMED,9.27358173,3.2875,1288.3,2.47,4856.0,4.583,0.696,15.302,0,0,0,0,0
K00747.01,CONFIRMED,6.02930329,1.5821,1912.7,2.85,4537.0,4.648,0.672,15.784,0,0,0,0,0
K00748.01,FALSE POSITIVE,2.696370652,3.6129,397.9,1.58,4989.0,4.504,0.819,15.269,0,0,0,0,0
K00749.01,CONFIRMED,5.349553819,3.0278,831.0,2.55,5185.0,4.44,0.91,15.416,0,0,0,0,0
K00749.02,CONFIRMED,3.94105221,2.5984,363.3,1.7,5185.0,4.44,0.91,15.416,0,0,0,0,0
K00749.03,CONFIRMED,8.10904807,3.596,217.4,1.3,5185.0,4.44,0.91,15.416,0,0,0,0,0
K00113.01,FALSE POSITIVE,386.6030528,6.8057,24927.0,41.5,5543.0,4.081,1.58,12.394,0,0,0,0,0
K00750.01,CONFIRMED,21.67699193,3.4555,857.2,2.95,4954.0,4.5,0.828,15.377,0,0,0,0,0
K00751.01,CONFIRMED,4.99677968,2.1717,934.7,2.78,5339.0,4.552,0.847,15.861,0,0,0,0,0
K00769.01,CONFIRMED,4.280963604,2.875,750.8,2.3,5644.0,4.564,0.831,15.356,0,0,0,0,0
K00770.01,FALSE POSITIVE,1.50635409,1.5155,2211.7,4.53,5714.0,4.563,0.831,15.525,0,0,0,0,0
K00771.01,FALSE POSITIVE,670.645531,53.412,18091.0,14.14,5520.0,4.466,0.983,15.207,0,0,0,0,0
K00772.01,FALSE POSITIVE,61.2563628,7.633,5123.3,39.87,6144.0,4.402,1.091,15.25,0,0,0,0,0
K00773.01,CONFIRMED,38.3775486,5.588,724.2,2.82,5481.0,4.369,1.036,15.172,0,0,0,0,0
K00757.02,CONFIRMED,41.19725502,4.6297,2213.9,3.86,5031.0,4.485,0.848,15.841,0,0,0,0,0
K00757.03,CONFIRMED,6.252962249,2.5819,1036.9,2.65,5031.0,4.485,0.848,15.841,0,0,0,0,0
K00758.01,CONFIRMED,16.01308419,3.2554,1121.9,3.1,5015.0,4.499,0.826,15.39,0,0,0,0,0
K00759.01,CONFIRMED,32.62876672,4.7971,1804.8,3.36,5586.0,4.56,0.798,15.082,0,0,0,0,0
K00759.02,CONFIRMED,91.7732862,6.473,652.0,2.12,5586.0,4.56,0.798,15.082,0,0,0,0,0
K00760.01,CONFIRMED,4.959319244,2.22739,9802.0,12.21,5712.0,4.359,1.082,15.263,0,0,0,0,0
K00761.01,FALSE POSITIVE,2.701287801,3.3827,860.4,6.54,5550.0,4.468,0.91,15.54,0,0,0,0,0
K00762.01,CONFIRMED,4.49876511,3.7362,460.0,2.1,6075.0,4.486,0.969,15.395,0,0,0,0,0
K00763.01,FALSE POSITIVE,19.651209505,5.2514,11766.0,12.42,6074.0,4.391,1.063,15.536,0,0,0,0,0
K00115.01,CONFIRMED,5.412203927,2.9472,601.6,2.94,5779.0,4.339,1.087,12.791,0,0,0,0,0
K00764.01,CONFIRMED,41.43958662,10.5989,2793.1,5.5,5468.0,4.367,1.046,15.4,0,0,0,0,0
K00765.01,CONFIRMED,8.35389523,2.2514,1041.6,2.52,5592.0,4.582,0.787,15.317,0,0,0,0,0
K00766.01,CONFIRMED,4.125543472,3.1744,1487.3,4.43,6174.0,4.417,1.103,15.506,0,0,0,0,0
K00767.01,CONFIRMED,2.816504904,2.50587,16814.0,12.21,5532.0,4.452,0.955,15.052,0,0,0,0,0
K00768.01,FALSE POSITIVE,33.93373447,14.561,8503.7,7.34,5040.0,4.628,0.705,15.716,0,0,0,0,0
K00786.01,CONFIRMED,3.689920099,2.6557,426.7,1.89,5880.0,4.518,0.917,15.242,0,0,0,0,0
K00787.01,CONFIRMED,4.431238488,3.15,1010.9,3.25,5714.0,4.428,1.015,15.367,0,0,0,0,0
K00787.02,CONFIRMED,11.37936986,2.6255,1023.5,3.95,5714.0,4.428,1.015,15.367,0,0,0,0,0
K00788.01,CONFIRMED,26.39432897,3.573,1510.9,3.07,5129.0,4.595,0.763,15.234,0,0,0,0,0
K00116.01,CONFIRMED,13.57078281,3.3539,511.7,2.64,5854.0,4.406,1.012,12.882,0,0,0,0,0
K00115.02,CONFIRMED,7.12594387,3.0014,192.4,1.79,5779.0,4.339,1.087,12.791,0,0,0,0,0
K00774.01,FALSE POSITIVE,7.442652004,2.3078,24446.0,15.03,6108.0,4.469,0.956,15.27,0,0,0,0,0
K00775.01,CONFIRMED,16.38489988,3.0249,1127.1,2.0,4126.0,4.661,0.615,15.095,0,0,0,0,0
K00775.02,CONFIRMED,7.8774163,2.0805,1306.1,2.16,4126.0,4.661,0.615,15.095,0,0,0,0,0
K00775.03,CONFIRMED,36.4454001,4.007,1122.3,1.99,4126.0,4.661,0.615,15.095,0,0,0,0,0
K00776.01,CONFIRMED,3.728732147,2.683,5226.5,6.02,5497.0,4.577,0.809,15.523,0,0,0,0,0
K00777.01,CANDIDATE,40.4195037,3.362,6256.0,7.51,5446.0,4.507,0.781,15.487,0,0,0,0,0
K00778.01,CONFIRMED,2.243380573,1.1196,821.7,1.99,4149.0,4.698,0.564,15.135,0,0,0,0,0
K00779.01,FALSE POSITIVE,10.405998015,6.5036,14489.0,11.23,5746.0,4.393,0.924,15.562,0,0,0,0,0
K00780.01,CONFIRMED,2.337437946,1.9982,971.2,2.34,5005.0,4.595,0.765,15.334,0,0,0,0,0
K00780.02,CANDIDATE,7.2406612,0.558,556.4,19.45,5005.0,4.595,0.765,15.334,0,0,0,0,0
K00115.03,CANDIDATE,3.43591631,3.133,23.2,0.55,5779.0,4.339,1.087,12.791,0,0,0,0,0
K00781.01,CONFIRMED,11.59822233,2.5237,2804.5,2.65,3688.0,4.79,0.473,15.937,0,0,0,0,0
K00782.01,CONFIRMED,6.575315881,4.3084,2793.3,5.31,5992.0,4.415,0.989,15.312,0,0,0,0,0
K00783.01,CONFIRMED,7.275040844,7.5377,3001.0,4.86,5485.0,4.556,0.867,15.08,0,0,0,0,0
K00784.01,CONFIRMED,19.27153892,2.7594,1219.8,1.93,4077.0,4.702,0.56,15.385,0,0,0,0,0
K00784.02,CONFIRMED,10.06524317,1.369,1053.3,1.91,4077.0,4.702,0.56,15.385,0,0,0,0,0
K00785.01,CONFIRMED,12.3935651,3.8896,916.6,2.66,5557.0,4.603,0.75,15.505,0,0,0,0,0
K00116.02,CONFIRMED,43.84439721,6.802,615.2,2.87,5854.0,4.406,1.012,12.882,0,0,0,0,0
K00798.01,FALSE POSITIVE,3.341913228,3.813,725.3,21.55,5295.0,4.551,0.811,15.629,0,0,0,0,0
K00799.01,FALSE POSITIVE,1.626630225,2.1145,1620.6,32.43,5735.0,4.41,0.973,15.279,0,0,0,0,0
K00800.01,CONFIRMED,2.711504086,3.0099,837.5,3.12,6214.0,4.442,1.076,15.541,0,0,0,0,0
K00800.02,CONFIRMED,7.21203748,4.0491,950.4,3.32,6214.0,4.442,1.076,15.541,0,0,0,0,0
K00789.01,FALSE POSITIVE,14.1798187,2.505,459.9,1.88,5799.0,4.539,0.878,15.727,0,0,0,0,0
K00790.01,CONFIRMED,8.47237911,2.7245,1123.5,2.59,5354.0,4.587,0.788,15.339,0,0,0,0,0
K00790.02,CONFIRMED,60.4189369,5.039,931.3,2.36,5354.0,4.587,0.788,15.339,0,0,0,0,0
K00791.01,CONFIRMED,12.611904345,5.1497,6105.6,7.4,5795.0,4.508,0.919,15.14,0,0,0,0,0
K00792.01,FALSE POSITIVE,1.433769925,1.8868,1976.3,46.58,6017.0,4.22,1.339,15.122,0,0,0,0,0
K00793.01,FALSE POSITIVE,10.31872301,3.836,871.7,28.59,5927.0,4.409,1.06,15.065,0,0,0,0,0
K00794.01,CONFIRMED,2.539183147,2.4282,382.1,2.06,5519.0,4.35,1.062,15.026,0,0,0,0,0
K00795.01,CONFIRMED,6.770300385,2.0844,1304.0,2.77,5653.0,4.656,0.679,15.591,0,0,0,0,0
K00796.01,FALSE POSITIVE,0.444291966,2.0792,10967.0,27.51,5255.0,4.678,0.636,15.748,0,0,0,0,0
K00797.01,CANDIDATE,10.181584004,3.5089,5741.1,7.73,5988.0,4.541,0.836,15.657,0,0,0,0,0
K00812.02,CONFIRMED,20.06036336,3.3203,1494.7,1.96,3950.0,4.754,0.493,15.954,0,0,0,0,0
K00812.03,CONFIRMED,46.1842039,4.758,1394.7,1.83,3950.0,4.754,0.493,15.954,0,0,0,0,0
K00116.04,CONFIRMED,23.9800854,5.351,104.0,1.31,5854.0,4.406,1.012,12.882,0,0,0,0,0
K00812.04,CONFIRMED,7.82502168,2.186,520.8,1.2,3950.0,4.754,0.493,15.954,0,0,0,0,0
K00813.01,CONFIRMED,3.895936525,2.3111,8544.8,7.34,5557.0,4.592,0.774,15.725,0,0,0,0,0
K00814.01,CONFIRMED,22.36646466,5.228,986.8,2.32,5395.0,4.615,0.734,15.583,0,0,0,0,0
K00801.01,CONFIRMED,1.625522174,2.38963,7969.0,9.73,5539.0,4.322,1.106,15.001,0,0,0,0,0
K00802.01,CANDIDATE,19.620346923,2.0038,21725.0,13.6,5710.0,4.492,0.905,15.562,0,0,0,0,0
K00803.01,FALSE POSITIVE,7.544039,6.222,322.6,17.47,5657.0,4.567,0.824,15.559,0,0,0,0,0
K00804.01,CONFIRMED,9.02930689,3.1449,1019.8,2.57,5349.0,4.526,0.82,15.387,0,0,0,0,0
K00805.01,FALSE POSITIVE,10.328035714,7.7915,16918.0,13.28,5627.0,4.359,1.024,15.646,0,0,0,0,0
K00806.01,CONFIRMED,143.2063047,8.9302,10566.0,8.9,5485.0,4.556,0.867,15.403,0,0,0,0,0
K00116.03,CONFIRMED,6.164876,3.262,55.8,0.79,5854.0,4.406,1.012,12.882,0,0,0,0,0
K00806.02,CONFIRMED,60.32494216,6.6188,20280.0,12.19,5485.0,4.556,0.867,15.403,0,0,0,0,0
K00806.03,CONFIRMED,29.1598615,4.803,488.0,1.91,5485.0,4.556,0.867,15.403,0,0,0,0,0
K00807.01,FALSE POSITIVE,1.540397253,2.1541,816.1,25.69,5663.0,4.53,0.915,15.974,0,0,0,0,0
K00808.01,FALSE POSITIVE,2.99025443,5.414,589.2,1.7,4667.0,4.578,0.731,15.842,0,0,0,0,0
K00809.01,CONFIRMED,1.594745374,1.9604,15044.0,11.3,5934.0,4.491,0.893,15.53,0,0,0,0,0
K00810.01,CONFIRMED,4.783002698,2.335,1008.7,2.5,5170.0,4.574,0.807,15.119,0,0,0,0,0
K00811.01,CONFIRMED,20.50588921,4.0595,2105.5,3.41,4905.0,4.544,0.761,15.398,0,0,0,0,0
K00812.01,CONFIRMED,3.340218842,1.9104,1632.6,2.03,3950.0,4.754,0.493,15.954,0,0,0,0,0
K00828.01,FALSE POSITIVE,2.507089906,2.0067,1339.2,30.26,5926.0,4.506,0.939,15.555,0,0,0,0,0
K00829.01,CONFIRMED,18.64932728,4.4056,893.6,3.12,5775.0,4.405,1.053,15.386,0,0,0,0,0
K00117.02,CONFIRMED,4.90144976,4.1654,140.7,1.7,5847.0,4.191,1.402,12.487,0,0,0,0,0
K00829.02,CONFIRMED,9.75192101,4.793,418.0,2.76,5775.0,4.405,1.053,15.386,0,0,0,0,0
K00829.03,CONFIRMED,38.5576546,5.794,993.0,4.02,5775.0,4.405,1.053,15.386,0,0,0,0,0
K00830.01,CONFIRMED,3.525632539,2.59959,22335.0,11.58,5150.0,4.572,0.793,15.224,0,0,0,0,0
K00815.01,CANDIDATE,34.84398644,2.9315,4523.6,7.61,5509.0,4.482,0.871,15.684,0,0,0,0,0
K00816.01,CONFIRMED,7.748094239,3.5957,2472.1,5.52,5973.0,4.439,1.085,15.67,0,0,0,0,0
K00817.01,CONFIRMED,23.96793669,3.827,1182.3,1.8,3747.0,4.728,0.524,15.414,0,0,0,0,0
K00817.02,CONFIRMED,8.29561738,1.3421,824.3,1.82,3747.0,4.728,0.524,15.414,0,0,0,0,0
K00818.01,CONFIRMED,8.11437482,2.2736,1558.0,2.1,3692.0,4.753,0.517,15.877,0,0,0,0,0
K00819.01,FALSE POSITIVE,38.036729482,4.34617,82872.0,27.5,5575.0,4.521,0.932,15.472,0,0,0,0,0
K00820.01,CANDIDATE,4.64090031,35.512,2450.6,30.09,6463.0,4.5,0.826,15.27,0,0,0,0,0
K00011.01,FALSE POSITIVE,3.747838198,5.0642,616.0,13.65,5514.0,4.569,0.826,13.496,0,0,0,0,0
K00117.01,CONFIRMED,14.74914825,6.0995,430.2,2.89,5847.0,4.191,1.402,12.487,0,0,0,0,0
K00821.01,CONFIRMED,21.81295996,4.3791,1175.4,3.38,5601.0,4.41,0.999,15.54,0,0,0,0,0
K00822.01,FALSE POSITIVE,7.91936937,3.3148,15148.0,10.34,5690.0,4.588,0.776,15.805,0,0,0,0,0
K00823.01,CANDIDATE,1.028436523,1.8606,8098.0,72.77,6228.0,4.428,0.99,15.202,0,0,0,0,0
K00824.01,CONFIRMED,15.37562369,3.3169,15337.0,11.01,4986.0,4.496,0.833,16.422,0,0,0,0,0
K00825.01,CONFIRMED,8.10363271,3.161,887.9,2.11,4861.0,4.574,0.732,15.289,0,0,0,0,0
K00825.02,CONFIRMED,4.71510843,2.506,417.5,1.46,4861.0,4.574,0.732,15.289,0,0,0,0,0
K00826.01,CONFIRMED,6.365839713,2.9721,780.7,2.44,5776.0,4.554,0.849,15.09,0,0,0,0,0
K00827.01,FALSE POSITIVE,5.97581754,3.065,962.4,3.86,6108.0,4.471,0.997,15.546,0,0,0,0,0
K00839.01,FALSE POSITIVE,2.446737317,4.7211,1177.9,26.25,5764.0,4.548,0.863,15.021,0,0,0,0,0
K00840.01,CONFIRMED,3.04033046,1.8411,10859.0,8.99,5035.0,4.519,0.791,15.028,0,0,0,0,0
K00841.01,CONFIRMED,15.33528675,3.897,3081.4,5.0,5251.0,4.581,0.817,15.855,0,0,0,0,0
K00117.04,CONFIRMED,7.95825328,4.377,50.0,1.06,5847.0,4.191,1.402,12.487,0,0,0,0,0
K00841.02,CONFIRMED,31.33046135,5.176,5073.8,6.5,5251.0,4.581,0.817,15.855,0,0,0,0,0
K00831.01,FALSE POSITIVE,3.9043425,3.831,16228.0,12.28,5810.0,4.526,0.898,15.016,0,0,0,0,0
K00832.01,FALSE POSITIVE,9.286358079,3.49949,44791.0,17.61,5670.0,4.523,0.821,15.365,0,0,0,0,0
K00833.01,FALSE POSITIVE,3.951405455,2.1862,2453.9,31.44,6046.0,4.539,0.869,15.446,0,0,0,0,0
K00834.01,CONFIRMED,23.65369415,8.2183,3341.8,7.89,5739.0,4.191,1.384,15.084,0,0,0,0,0
K00834.02,CONFIRMED,13.23352214,6.7372,504.6,3.06,5739.0,4.191,1.384,15.084,0,0,0,0,0
K00834.03,CONFIRMED,6.15560285,4.9843,285.0,2.32,5739.0,4.191,1.384,15.084,0,0,0,0,0
K00834.04,CONFIRMED,2.090811305,3.388,115.9,1.62,5739.0,4.191,1.384,15.084,0,0,0,0,0
K00117.03,CONFIRMED,3.180027898,3.5797,120.3,1.53,5847.0,4.191,1.402,12.487,0,0,0,0,0
K00834.05,CONFIRMED,50.4467417,7.159,370.3,2.67,5739.0,4.191,1.384,15.084,0,0,0,0,0
K00835.01,CONFIRMED,11.76307164,2.9076,1037.3,2.35,4959.0,4.603,0.756,15.208,0,0,0,0,0
K00835.02,CONFIRMED,56.2279271,3.57,862.7,2.37,4959.0,4.603,0.756,15.208,0,0,0,0,0
K00836.01,FALSE POSITIVE,2.384052875,3.0918,1268.1,17.06,4794.0,4.58,0.701,15.836,0,0,0,0,0
K00837.01,CONFIRMED,7.953547,2.6312,875.4,2.25,4768.0,4.536,0.779,15.66,0,0,0,0,0
K00837.02,CONFIRMED,4.14451656,2.3421,391.8,1.48,4768.0,4.536,0.779,15.66,0,0,0,0,0
K00838.01,FALSE POSITIVE,4.859386384,2.2757,6044.3,38.33,6072.0,4.47,0.988,15.311,0,0,0,0,0
K00850.01,CONFIRMED,10.526294577,2.5211,9768.0,8.24,5386.0,4.553,0.793,15.305,0,0,0,0,0
K00851.01,CONFIRMED,4.583520948,2.7055,3812.1,5.39,5815.0,4.54,0.877,15.287,0,0,0,0,0
K00852.01,CONFIRMED,3.76181843,3.5176,510.6,2.66,5653.0,4.472,0.949,15.257,0,0,0,0,0
K00853.01,CONFIRMED,8.20396958,2.9667,1024.4,3.01,5015.0,4.499,0.826,15.376,0,0,0,0,0
K00853.02,CONFIRMED,14.49645186,4.016,647.5,3.01,5015.0,4.499,0.826,15.376,0,0,0,0,0
K00841.03,CONFIRMED,6.54626149,2.75,655.9,2.19,5251.0,4.581,0.817,15.855,0,0,0,0,0
K00842.01,CONFIRMED,12.71809866,3.0957,1149.4,2.31,4702.0,4.592,0.686,15.389,0,0,0,0,0
K00842.02,CONFIRMED,36.06588163,4.3246,1563.8,2.64,4702.0,4.592,0.686,15.389,0,0,0,0,0
K00843.01,CONFIRMED,4.190425659,2.8589,2877.4,6.21,6073.0,4.392,1.135,15.27,0,0,0,0,0
K00844.01,CONFIRMED,3.709870784,3.0694,2020.3,4.35,5727.0,4.463,0.978,15.581,0,0,0,0,0
K00845.01,CONFIRMED,16.3297527,6.271,1187.5,3.75,5878.0,4.444,0.987,15.447,0,0,0,0,0
K00846.01,CONFIRMED,27.807566216,4.21587,25391.0,13.84,5862.0,4.584,0.785,15.482,0,0,0,0,0
K00847.01,CONFIRMED,80.8723469,11.195,3604.6,7.59,5510.0,4.222,1.238,15.201,0,0,0,0,0
K00848.01,FALSE POSITIVE,3.166465862,2.9381,4357.2,26.82,4968.0,4.575,0.704,15.999,0,0,0,0,0
K00118.01,CONFIRMED,24.99324319,5.9409,269.6,2.29,5718.0,4.181,1.317,12.377,0,0,0,0,0
K00849.01,CONFIRMED,10.35533116,3.1775,750.6,2.47,5501.0,4.462,0.918,15.018,0,0,0,0,0
K00867.01,CONFIRMED,16.08518937,3.984,1442.4,3.68,5239.0,4.523,0.826,15.219,0,0,0,0,0
K00868.01,CANDIDATE,235.9986399,8.2284,20715.0,10.59,4245.0,4.627,0.657,15.172,0,0,0,0,0
K00869.01,CONFIRMED,7.49018305,2.7297,1123.6,2.56,5103.0,4.562,0.787,15.599,0,0,0,0,0
K00869.02,CONFIRMED,36.2761238,4.7865,1572.6,3.03,5103.0,4.562,0.787,15.599,0,0,0,0,0
K00869.03,CONFIRMED,17.46087931,2.2641,812.4,2.32,5103.0,4.562,0.787,15.599,0,0,0,0,0
K00854.01,CONFIRMED,56.0560754,4.685,1626.0,1.94,3593.0,4.757,0.491,15.849,0,0,0,0,0
K00855.01,CONFIRMED,41.408316686,5.0264,22839.0,11.38,5522.0,4.586,0.747,15.196,0,0,0,0,0
K00856.01,CANDIDATE,39.74893077,7.3051,15179.0,14.21,6122.0,4.487,0.964,15.344,0,0,0,0,0
K00857.01,CONFIRMED,5.715425977,2.5242,908.1,2.47,5237.0,4.572,0.826,15.086,0,0,0,0,0
K00119.01,CONFIRMED,49.18394185,11.3364,1646.2,8.2,5626.0,3.907,2.057,12.654,0,0,0,0,0
K00857.02,CONFIRMED,20.0261412,1.611,421.2,2.28,5237.0,4.572,0.826,15.086,0,0,0,0,0
K00858.01,CANDIDATE,13.61014819,2.594,5732.9,19.02,5697.0,4.46,0.903,15.06,0,0,0,0,0
K00859.01,FALSE POSITIVE,10.44331991,2.743,1159.8,2.66,4947.0,4.516,0.802,15.546,0,0,0,0,0
K00861.01,CONFIRMED,2.237489571,1.8119,315.8,1.41,5265.0,4.58,0.81,15.001,0,0,0,0,0
K00862.01,FALSE POSITIVE,5.851520671,3.11058,33004.0,14.62,5532.0,4.53,0.806,15.33,0,0,0,0,0
K00863.01,CONFIRMED,3.167893418,2.1814,781.2,2.62,5895.0,4.503,0.94,15.533,0,0,0,0,0
K00864.01,CONFIRMED,4.311780262,2.7251,1154.0,3.11,5527.0,4.484,0.927,15.604,0,0,0,0,0
K00864.02,CONFIRMED,20.0504494,4.556,840.9,2.69,5527.0,4.484,0.927,15.604,0,0,0,0,0
K00864.03,CONFIRMED,9.76734503,1.6585,569.1,2.67,5527.0,4.484,0.927,15.604,0,0,0,0,0
K00865.01,CANDIDATE,119.0207044,8.1405,7430.5,8.98,5453.0,4.342,1.062,15.085,0,0,0,0,0
K00119.02,CONFIRMED,190.3200468,15.284,1141.7,7.78,5626.0,3.907,2.057,12.654,0,0,0,0,0
K00866.01,FALSE POSITIVE,2.861159894,1.8832,1014.3,4.37,6126.0,4.458,1.021,15.618,0,0,0,0,0
K00880.01,CONFIRMED,26.44439337,3.9783,1843.5,3.91,5427.0,4.463,0.929,15.158,0,0,0,0,0
K00880.02,CONFIRMED,51.53997972,6.3994,3644.3,5.51,5427.0,4.463,0.929,15.158,0,0,0,0,0
K00880.03,CONFIRMED,5.902245782,2.9003,702.3,2.43,5427.0,4.463,0.929,15.158,0,0,0,0,0
K00880.04,CONFIRMED,2.382951591,1.8876,391.6,1.86,5427.0,4.463,0.929,15.158,0,0,0,0,0
K00881.01,CONFIRMED,21.02250608,4.1072,1772.5,3.07,5067.0,4.585,0.75,15.859,0,0,0,0,0
K00869.04,CONFIRMED,3.219814777,2.0642,488.2,1.69,5103.0,4.562,0.787,15.599,0,0,0,0,0
K00870.01,CONFIRMED,5.912273234,2.3254,961.4,1.73,4072.0,4.696,0.57,15.036,0,0,0,0,0
K00870.02,CONFIRMED,8.98581901,2.8606,881.3,1.65,4072.0,4.696,0.57,15.036,0,0,0,0,0
K00871.01,CANDIDATE,12.940668656,2.4845,42450.0,22.94,5875.0,4.572,0.809,15.215,0,0,0,0,0
K00120.01,FALSE POSITIVE,20.5452375,2.517,218.5,2.41,5670.0,4.206,1.264,12.003,0,0,0,0,0
K00872.01,CONFIRMED,33.60123371,4.4056,7425.9,8.46,5149.0,4.447,0.93,15.262,0,0,0,0,0
K00872.02,CONFIRMED,6.76652928,2.9004,450.7,1.97,5149.0,4.447,0.93,15.262,0,0,0,0,0
K00873.01,CONFIRMED,4.347288783,2.1024,451.6,2.36,5754.0,4.345,1.122,15.024,0,0,0,0,0
K00874.01,CONFIRMED,4.601811819,2.2607,755.9,2.35,4986.0,4.496,0.833,15.024,0,0,0,0,0
K00874.02,CONFIRMED,11.18719905,3.252,353.6,1.55,4986.0,4.496,0.833,15.024,0,0,0,0,0
K00875.01,CONFIRMED,4.220965778,3.0854,2260.0,2.62,3837.0,4.747,0.517,15.692,0,0,0,0,0
K00876.01,FALSE POSITIVE,6.998099523,2.0488,20285.0,588.66,5612.0,4.566,0.829,15.877,0,0,0,0,0
K00877.01,CONFIRMED,5.95489993,2.3892,1410.7,2.33,4261.0,4.641,0.633,15.019,0,0,0,0,0
K00877.02,CONFIRMED,12.03987488,2.7363,1250.6,2.18,4261.0,4.641,0.633,15.019,0,0,0,0,0
K00877.03,CONFIRMED,20.83762895,2.3734,439.0,1.42,4261.0,4.641,0.633,15.019,0,0,0,0,0
K00121.01,FALSE POSITIVE,8.8111022,5.0683,401.1,63.66,6200.0,3.8,2.404,12.759,0,0,0,0,0
K00878.01,CONFIRMED,23.58917143,5.073,1200.7,3.16,4919.0,4.566,0.721,15.316,0,0,0,0,0
K00123.01,CONFIRMED,6.481633073,3.784,298.5,2.54,5945.0,4.213,1.302,12.365,0,0,0,0,0
K00892.01,CONFIRMED,10.37168928,3.035,1254.9,3.2,5121.0,4.457,0.888,15.193,0,0,0,0,0
K00892.02,CONFIRMED,3.96996298,1.1757,299.2,1.78,5121.0,4.457,0.888,15.193,0,0,0,0,0
K00893.01,CONFIRMED,4.40841331,5.012,549.4,2.66,6007.0,4.457,0.961,15.662,0,0,0,0,0
K00894.01,FALSE POSITIVE,7.9426176,6.703,1590.7,4.68,5811.0,4.521,0.926,15.26,0,0,0,0,0
K00881.02,CONFIRMED,226.8904775,7.558,3136.4,4.53,5067.0,4.585,0.75,15.859,0,0,0,0,0
K00882.01,FALSE POSITIVE,1.956811408,2.1958,24905.0,21.58,5209.0,4.657,0.603,15.533,0,0,0,0,0
K00883.01,CANDIDATE,2.688899233,2.11275,37492.0,12.04,4820.0,4.667,0.639,15.766,0,0,0,0,0
K00884.01,CONFIRMED,9.439459486,2.8979,3036.1,4.16,5097.0,4.597,0.779,15.067,0,0,0,0,0
K00122.01,CONFIRMED,11.523067458,3.8757,507.3,3.13,5644.0,4.162,1.411,12.346,0,0,0,0,0
K00884.02,CONFIRMED,20.47748843,2.8364,1382.4,2.92,5097.0,4.597,0.779,15.067,0,0,0,0,0
K00884.03,CONFIRMED,3.336123113,1.9616,516.3,1.74,5097.0,4.597,0.779,15.067,0,0,0,0,0
K00886.01,CONFIRMED,8.01078456,2.312,1333.6,1.72,3713.0,4.779,0.47,15.847,0,0,0,0,0
K00886.02,CONFIRMED,12.07134205,4.3224,759.2,1.29,3713.0,4.779,0.47,15.847,0,0,0,0,0
K00886.03,CONFIRMED,20.99587872,2.6333,767.3,1.3,3713.0,4.779,0.47,15.847,0,0,0,0,0
K00887.01,CONFIRMED,7.41113177,2.5242,620.5,2.45,5849.0,4.517,0.919,15.031,0,0,0,0,0
K00888.01,FALSE POSITIVE,1.000747038,0.9967,1823.5,4.14,5472.0,4.499,0.79,15.419,0,0,0,0,0
K00889.01,CONFIRMED,8.884922995,2.07004,16053.0,10.51,5332.0,4.5,0.843,15.264,0,0,0,0,0
K00890.01,CONFIRMED,8.09888906,4.20241,6911.1,8.95,6214.0,4.442,1.076,15.261,0,0,0,0,0
